Number_of_Vehicles,Engine_CC_Mean,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Urban_or_Rural_Area,Day_of_Week,Hour,Accident_Severity
0,1468.6666666666667,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,11000.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,4250.0,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1799.0,40.0,Other,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,1317.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1571.5,40.0,Other,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,6871.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1596.0,30.0,Other,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,1294.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1689.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1896.0,70.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,348.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Serious
0,0.0,40.0,Other,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,1229.0,40.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Serious
0,2554.5,70.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1995.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1223.5,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,1504.5,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,1583.0,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Rural,Wednesday,0,Serious
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Serious
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1997.0,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,60.0,Fine + high winds,Dry,Daylight,Rural,Sunday,0,Serious
0,1998.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Sunday,0,Slight
0,1596.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1796.0,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1700.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Saturday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Sunday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1910.0,50.0,Unknown,Dry,Daylight,Rural,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1339.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,0.0,50.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Fatal
0,1596.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1198.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,1973.0,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Serious
0,0.0,70.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,2490.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,2198.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1753.0,20.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,1999.0,60.0,Raining + high winds,Wet or damp,Darkness - no lighting,Rural,Thursday,0,Slight
0,1596.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,1995.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,6242.5,70.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1429.5,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1242.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,1998.0,70.0,Fine no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,1991.0,30.0,Fine no high winds,Snow,Daylight,Rural,Sunday,0,Serious
0,1375.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,1299.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Monday,0,Serious
0,1396.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Saturday,0,Slight
0,5383.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1442.5,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1389.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1590.0,50.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Tuesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,0.0,40.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,50.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,2402.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Serious
0,4249.5,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,3296.3333333333335,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,1995.0,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,2198.0,40.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2402.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,0.0,60.0,Snowing no high winds,Wet or damp,Darkness - no lighting,Rural,Friday,0,Serious
0,2171.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,1898.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,70.0,Other,Wet or damp,Darkness - lights lit,Rural,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Serious
0,1360.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1242.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Serious
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,2979.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,1630.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,2355.5,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Serious
0,998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Monday,0,Slight
0,1056.5,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1360.0,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1870.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,60.0,Fog or mist,Wet or damp,Darkness - no lighting,Rural,Tuesday,0,Slight
0,1497.0,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,20.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Unknown,Dry,Darkness - lighting unknown,Rural,Thursday,0,Slight
0,1061.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Serious
0,1997.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,1998.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1753.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,1997.0,40.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1998.0,50.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Other,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1360.0,70.0,Fine no high winds,Dry,Darkness - lighting unknown,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Other,Dry,Daylight,Urban,Wednesday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Friday,0,Serious
0,1349.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1900.0,40.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Sunday,0,Slight
0,2027.5,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1347.5,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Serious
0,5850.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2044.3333333333333,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1894.5,50.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Serious
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Serious
0,7300.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2460.0,70.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1299.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,2148.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Serious
0,7300.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1779.0,40.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,1997.0,40.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,931.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2171.0,40.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1968.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Unknown,Dry,Daylight,Rural,Sunday,0,Slight
0,748.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1108.5,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,2664.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1229.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Rural,Saturday,0,Slight
0,1368.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1560.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,1781.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1390.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,2993.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1398.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1360.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,954.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1668.5,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1556.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1929.5,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1396.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,1040.0,60.0,Fine no high winds,Data missing or out of range,Darkness - lights lit,Rural,Monday,0,Slight
0,5861.0,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1970.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,8268.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,1998.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,810.5,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1781.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1950.0,70.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,2174.5,70.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,2029.5,50.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,1998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1997.0,60.0,Fine no high winds,Wet or damp,Darkness - lights lit,Rural,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,3419.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1951.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Tuesday,0,Slight
0,1390.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,2604.5,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,8635.5,70.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Tuesday,0,Slight
0,0.0,40.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Tuesday,0,Slight
0,1242.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lighting unknown,Urban,Friday,0,Slight
0,999.0,40.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,2664.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1973.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Saturday,0,Slight
0,124.0,30.0,Snowing no high winds,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,1086.0,30.0,Other,Frost or ice,Daylight,Rural,Tuesday,0,Slight
0,1390.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,1984.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1686.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Serious
0,0.0,40.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Sunday,0,Serious
0,0.0,50.0,Raining no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,599.0,30.0,Fog or mist,Dry,Daylight,Urban,Tuesday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,4230.5,30.0,Fine no high winds,Frost or ice,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Unknown,Dry,Daylight,Urban,Thursday,0,Slight
0,1995.0,40.0,Other,Wet or damp,Darkness - lights unlit,Rural,Wednesday,0,Slight
0,1549.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,70.0,Fine + high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,0.0,20.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Serious
0,1390.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,2172.0,50.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,2664.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,999.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1804.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Thursday,0,Serious
0,2324.0,70.0,Fine no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Serious
0,1390.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Serious
0,1796.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1997.0,50.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Fatal
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1596.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1249.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,9475.0,70.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1796.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,624.5,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,1868.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Sunday,0,Slight
0,1982.5,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,1599.0,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,498.0,60.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,0.0,30.0,Raining + high winds,Wet or damp,Darkness - lights unlit,Urban,Friday,0,Serious
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Serious
0,1420.0,40.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Friday,0,Slight
0,0.0,50.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1392.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1294.5,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1313.5,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,2198.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Serious
0,998.0,60.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Thursday,0,Serious
0,7300.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1341.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1896.0,30.0,Fine no high winds,Frost or ice,Darkness - lights lit,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,50.0,Fine no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,1588.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Monday,0,Serious
0,0.0,70.0,Raining no high winds,Frost or ice,Daylight,Rural,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Saturday,0,Slight
0,1595.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1964.5,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,0.0,40.0,Snowing no high winds,Wet or damp,Darkness - lights lit,Rural,Thursday,0,Slight
0,1392.5,40.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Serious
0,1389.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,2995.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1390.0,60.0,Fog or mist,Frost or ice,Darkness - no lighting,Rural,Tuesday,0,Serious
0,1290.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,6678.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1242.0,30.0,Raining no high winds,Wet or damp,Darkness - lighting unknown,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Serious
0,0.0,70.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,2237.0,40.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,1396.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Sunday,0,Slight
0,1242.0,30.0,Fine no high winds,Wet or damp,Darkness - lights unlit,Urban,Friday,0,Slight
0,1781.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Tuesday,0,Slight
0,0.0,50.0,Unknown,Dry,Darkness - lighting unknown,Urban,Thursday,0,Slight
0,1948.5,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Serious
0,1988.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,60.0,Other,Wet or damp,Darkness - lights lit,Rural,Friday,0,Slight
0,499.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
